seed,fixation_deg,commanded_turn,dtheta_right_deg,dtheta_left_deg,closed_right_mm,closed_left_mm,graph
0,36.50063679248028,0.049293003138154746,-40.67114005440631,32.33013353055424,8.080931007923883,8.390232181842887,malecns
1,38.82588419540461,0.05182833448052406,-41.66104961610001,35.99071877470922,8.358621493789748,8.098241969806818,malecns
2,37.831272048467355,0.05007604425773024,-38.72318034840242,36.93936374853229,8.35732290699509,8.06143660332961,malecns
0,1.5928206050144835,-0.002721177786588669,8.248368668139179,11.434009878168146,4.181240986096469,7.712482043083437,rewired
1,3.062332389848142,0.0043020757846534245,8.037561709595906,14.16222648929219,4.4465051067221815,6.623534621918836,rewired
2,4.348624350196208,0.004844387620687484,6.351754909220868,15.049003609613285,4.99777668251043,6.179092293354387,rewired
